시장,코드,종목명,현재가,등락률,시가총액,거래량,거래대금억원_추정,PER,ROE,점수
KOSPI,015760,한국전력,38900.0,-0.38,249724.0,3204199.0,1246.433411,2.87,19.4,14
KOSPI,316140,우리금융지주,29700.0,-1.16,218021.0,5057275.0,1502.010675,7.04,8.91,13
KOSPI,005830,DB손해보험,143100.0,1.42,93731.0,854565.0,1222.882515,5.66,17.75,13
KOSPI,005940,NH투자증권,30200.0,-0.82,107616.0,2198872.0,664.059344,10.46,11.76,13
KOSPI,017800,현대엘리베이터,78800.0,-1.99,30805.0,273262.0,215.330456,12.11,20.11,13
KOSDAQ,257720,실리콘투,36150.0,-2.43,23706.0,545115.0,197.0590725,13.86,46.89,13
KOSPI,071970,HD현대마린엔진,71100.0,-2.87,24118.0,269483.0,191.602413,13.45,41.36,13
KOSPI,001450,현대해상,34550.0,-0.43,29453.0,524811.0,181.3222005,3.03,20.6,13
KOSPI,007340,DN오토모티브,44650.0,1.48,26125.0,248171.0,110.8083515,8.95,15.02,13
KOSPI,000270,기아,169200.0,2.98,660579.0,2452280.0,4149.25776,9.52,12.92,12
KOSPI,105560,KB금융,150600.0,0.6,561513.0,1907114.0,2872.113684,9.96,9.98,12
KOSPI,055550,신한지주,93600.0,0.86,444276.0,2546906.0,2383.904016,9.28,8.72,12
KOSPI,042660,한화오션,123300.0,-0.72,377808.0,1737884.0,2142.810972,24.69,22.59,12
KOSPI,086790,하나금융지주,115100.0,-0.17,315797.0,1481779.0,1705.527629,8.16,9.17,12
KOSPI,161390,한국타이어앤테크놀로지,66800.0,6.03,82749.0,1447920.0,967.21056,7.41,9.39,12
KOSPI,024110,기업은행,20200.0,-1.22,161080.0,4689421.0,947.263042,6.08,7.7,12
KOSPI,011200,HMM,19560.0,-0.25,184497.0,4653326.0,910.1905656,12.79,6.9,12
KOSPI,016360,삼성증권,119800.0,-0.83,106981.0,590178.0,707.033244,8.84,13.09,12
KOSDAQ,043260,성호전자,33400.0,-8.62,23688.0,2059622.0,687.913748,5.72,46.27,12
KOSPI,375500,DL이앤씨,76500.0,0.0,29601.0,858227.0,656.543655,6.57,7.34,12
KOSPI,047050,포스코인터내셔널,63800.0,-0.47,112239.0,1007700.0,642.9126,16.51,9.27,12
KOSDAQ,083650,비에이치아이,72900.0,-1.35,22558.0,503771.0,367.249059,36.61,44.36,12
KOSPI,021240,코웨이,90000.0,-2.6,63691.0,322195.0,289.9755,9.78,18.14,12
KOSPI,005850,에스엘,75100.0,-0.66,34883.0,364224.0,273.532224,10.17,12.81,12
KOSDAQ,041510,에스엠,79700.0,-1.85,18247.0,270953.0,215.949541,13.88,41.65,12
KOSPI,030200,KT,52800.0,1.73,133067.0,398620.0,210.47136,8.62,10.22,12
KOSDAQ,214150,클래시스,44750.0,-2.82,29193.0,347532.0,155.52057,22.22,26.21,12
KOSPI,175330,JB금융지주,23900.0,-0.83,44993.0,532659.0,127.305501,6.48,12.36,12
KOSDAQ,035900,JYP Ent.,57700.0,-0.17,20502.0,203850.0,117.62145,16.63,29.21,12
KOSPI,035250,강원랜드,15030.0,-0.27,32155.0,734579.0,110.4072237,11.35,8.11,12
KOSPI,030000,제일기획,18460.0,0.82,21237.0,580965.0,107.246139,10.24,13.7,12
KOSPI,383220,F&F,72900.0,-0.41,27926.0,116679.0,85.058991,5.44,23.16,12
KOSPI,439260,대한조선,63200.0,-1.56,24072.0,114110.0,72.11752,8.57,32.19,12
KOSPI,326030,SK바이오팜,89700.0,-4.06,70247.0,4366107.0,3916.397979,20.14,39.28,11
KOSPI,006800,미래에셋증권,61400.0,-0.97,343574.0,3535536.0,2170.819104,28.51,12.36,11
KOSPI,028050,삼성E&A,52900.0,4.13,103684.0,2373485.0,1255.573565,16.66,13.76,11
KOSPI,003490,대한항공,26800.0,-0.74,98683.0,3931009.0,1053.510412,16.05,7.28,11
KOSPI,032640,LG유플러스,16130.0,7.03,68460.0,4114663.0,663.6951419,13.03,6.01,11
KOSPI,082740,한화엔진,64200.0,-4.18,53573.0,1019258.0,654.363636,25.86,36.6,11
KOSPI,204320,HL만도,62100.0,0.65,29160.0,884253.0,549.121113,24.31,3.82,11
KOSDAQ,050890,쏠리드,16000.0,0.82,9721.0,3097246.0,495.55936,17.52,10.8,11
KOSDAQ,095610,테스,119100.0,-2.62,23058.0,375229.0,446.897739,35.62,15.76,11
KOSDAQ,005290,동진쎄미켐,54700.0,-5.2,27881.0,746945.0,408.578915,21.66,9.52,11
KOSPI,241560,두산밥캣,64700.0,-3.14,62019.0,476846.0,308.519362,14.67,5.71,11
KOSPI,088350,한화생명,4880.0,-1.11,42384.0,5263616.0,256.8644608,6.61,6.51,11
KOSDAQ,083450,GST,53800.0,-2.0,9915.0,461560.0,248.31928,18.04,16.15,11
KOSPI,138930,BNK금융지주,16820.0,-1.69,52197.0,1337299.0,224.9336918,6.54,7.58,11
KOSPI,078930,GS,72500.0,-2.16,67349.0,309759.0,224.575275,5.21,5.55,11
KOSDAQ,082920,비츠로셀,52600.0,-0.38,23849.0,385962.0,203.016012,37.17,18.56,11
KOSDAQ,031330,에스에이엠티,15650.0,-4.11,15649.0,1184582.0,185.387083,5.12,16.55,11
KOSPI,161890,한국콜마,85500.0,-1.27,20182.0,190451.0,162.835605,12.86,14.69,11
KOSPI,028670,팬오션,5490.0,0.18,29348.0,2788003.0,153.0613647,9.06,5.3,11
KOSPI,077970,STX엔진,40400.0,-1.94,16220.0,371952.0,150.268608,21.6,22.26,11
KOSDAQ,033100,제룡전기,59000.0,-2.32,9477.0,246007.0,145.14413,18.21,26.93,11
KOSPI,192820,코스맥스,173700.0,-0.8,19714.0,76004.0,132.018948,12.6,23.86,11
KOSDAQ,067160,SOOP,50400.0,1.92,5793.0,248057.0,125.020728,5.69,24.08,11
KOSPI,139130,iM금융지주,17340.0,-2.42,27852.0,701079.0,121.5670986,6.43,7.27,11
KOSPI,251270,넷마블,42500.0,2.29,34822.0,275344.0,117.0212,10.11,4.15,11
KOSPI,005690,파미셀,15000.0,-2.34,9001.0,676234.0,101.4351,20.69,38.31,11
KOSDAQ,037460,삼지전자,45300.0,-0.44,7392.0,208637.0,94.512561,3.8,16.89,11
KOSPI,111770,영원무역,79500.0,-2.81,35228.0,106204.0,84.43218,6.36,12.66,11
KOSPI,282330,BGF리테일,124200.0,0.4,21467.0,55243.0,68.611806,10.16,15.64,11
KOSDAQ,241710,코스메카코리아,71400.0,1.13,7626.0,91766.0,65.520924,13.84,19.29,11
KOSPI,064400,LG씨엔에스,113800.0,29.91,110256.0,8555366.0,9736.006508,23.89,17.35,10
KOSPI,010140,삼성중공업,27950.0,-1.58,245960.0,6896894.0,1927.681873,44.29,13.74,10
KOSPI,007660,이수페타시스,129200.0,1.33,94845.0,1209513.0,1562.690796,54.47,29.64,10
KOSDAQ,403870,HPSP,48650.0,-4.42,40039.0,2761720.0,1343.57678,55.92,24.79,10
KOSDAQ,058470,리노공업,97400.0,-1.72,74230.0,1045231.0,1018.054994,45.54,22.45,10
KOSPI,010950,S-Oil,107400.0,0.37,120914.0,836638.0,898.549212,13.29,2.01,10
KOSPI,323410,카카오뱅크,22400.0,4.67,106875.0,3705193.0,829.963232,22.24,7.23,10
KOSPI,000100,유한양행,85000.0,1.67,67700.0,867064.0,737.0044,32.48,8.81,10
KOSPI,267270,HD건설기계,151500.0,-2.38,72602.0,461275.0,698.831625,15.43,5.74,10
KOSDAQ,067310,하나마이크론,40450.0,-7.01,26885.0,1603198.0,648.493591,26.15,9.89,10
KOSDAQ,319660,피에스케이,98500.0,-5.29,28532.0,556239.0,547.895415,36.32,15.54,10
KOSPI,103590,일진전기,92900.0,-3.13,44300.0,468762.0,435.479898,37.89,19.08,10
KOSDAQ,089970,브이엠,58900.0,-3.76,14591.0,520487.0,306.566843,30.27,17.34,10
KOSDAQ,031980,피에스케이홀딩스,106600.0,-4.99,22986.0,264985.0,282.47401,23.91,19.55,10
KOSDAQ,101490,에스앤에스텍,65800.0,-3.52,14038.0,370190.0,243.58502,23.42,21.24,10
KOSPI,097230,HJ중공업,20550.0,-0.96,18556.0,917237.0,188.4922035,24.97,10.15,10
KOSPI,271560,오리온,129600.0,-3.43,51239.0,144142.0,186.808032,12.72,10.51,10
KOSPI,017960,한국카본,32250.0,-6.66,16666.0,510713.0,164.7049425,17.54,19.3,10
KOSDAQ,458870,씨어스,31750.0,0.79,12084.0,493532.0,156.69641,39.59,52.78,10
KOSPI,011780,금호석유화학,132300.0,-2.58,33283.0,117916.0,156.002868,14.75,4.74,10
KOSPI,103140,풍산,80200.0,-2.79,22475.0,190488.0,152.771376,12.24,6.54,10
KOSPI,279570,케이뱅크,5790.0,0.17,23490.0,2570982.0,148.8598578,19.3,5.4,10
KOSPI,069960,현대백화점,109800.0,0.55,23678.0,119065.0,130.73337,11.95,4.64,10
KOSDAQ,059090,미코,20500.0,0.74,6850.0,606016.0,124.23328,23.22,27.24,10
KOSPI,114090,GKL,10610.0,-0.09,6563.0,1102501.0,116.9753561,14.24,11.01,10
KOSPI,033240,자화전자,39650.0,-6.82,8567.0,291449.0,115.5595285,11.0,11.15,10
KOSDAQ,124500,아이티센글로벌,43850.0,-4.36,10175.0,255534.0,112.051659,17.77,45.89,10
KOSDAQ,023160,태광,31500.0,-7.49,8148.0,354081.0,111.535515,10.31,10.73,10
KOSDAQ,003380,하림지주,11280.0,-0.44,12634.0,979245.0,110.458836,4.92,7.29,10
KOSPI,003530,한화투자증권,6120.0,-1.29,13130.0,1804031.0,110.4066972,13.16,5.41,10
KOSDAQ,213420,덕산네오룩스,38850.0,-3.0,9647.0,264946.0,102.931521,18.14,12.5,10
KOSPI,003690,코리안리,12850.0,-5.93,22709.0,777636.0,99.926226,7.77,9.03,10
KOSDAQ,060250,NHN KCP,17930.0,3.05,7201.0,543372.0,97.4265996,13.96,16.35,10
KOSPI,192080,더블유게임즈,68400.0,-2.29,14483.0,126943.0,86.829012,9.54,11.33,10
KOSDAQ,137400,피엔티,46450.0,-1.59,11004.0,178167.0,82.7585715,14.01,11.37,10
KOSDAQ,171090,선익시스템,79700.0,-5.57,8052.0,99601.0,79.381997,7.88,101.48,10
KOSPI,100840,SNT에너지,38150.0,-3.66,7890.0,205701.0,78.4749315,7.69,25.15,10
KOSPI,051600,한전KPS,51000.0,-0.58,22950.0,143480.0,73.1748,16.11,9.29,10
KOSPI,029780,삼성카드,46150.0,-1.7,53469.0,156883.0,72.4015045,8.28,7.45,10
KOSDAQ,272110,케이엔제이,32300.0,-0.92,2592.0,207582.0,67.048986,9.48,30.79,10
KOSDAQ,052400,코나아이,55400.0,-3.32,8068.0,116907.0,64.766478,9.07,32.62,10
KOSDAQ,086450,동국제약,19670.0,-2.38,8897.0,327614.0,64.4416738,11.94,10.42,10
KOSPI,012750,에스원,68400.0,0.29,25991.0,91679.0,62.708436,16.44,10.45,10
KOSPI,009450,경동나비엔,70100.0,-2.64,10213.0,84027.0,58.902927,9.34,12.24,10
KOSPI,081660,미스토홀딩스,37450.0,-2.09,19883.0,147666.0,55.300917,9.4,11.39,10
KOSPI,031210,서울보증보험,43650.0,-2.35,30477.0,116264.0,50.749236,11.36,5.18,10
KOSDAQ,036830,솔브레인홀딩스,49700.0,-1.58,10190.0,90822.0,45.138534,2.09,32.06,10
KOSPI,073240,금호타이어,4700.0,-1.05,13501.0,893870.0,42.01189,3.9,18.53,10
KOSPI,023590,다우기술,39550.0,-0.88,17120.0,98996.0,39.152918,2.89,15.95,10
KOSDAQ,080220,제주반도체,97800.0,-10.85,33685.0,3165031.0,3095.400318,29.74,19.21,9
KOSPI,035720,카카오,41950.0,4.61,185289.0,7343702.0,3080.682989,37.76,4.59,9
KOSPI,090430,아모레퍼시픽,115100.0,-0.26,67325.0,877733.0,1010.270683,34.05,4.41,9
KOSPI,475150,SK이터닉스,40100.0,-0.5,13661.0,1948029.0,781.159629,55.01,11.93,9
KOSDAQ,240810,원익IPS,106000.0,-2.12,52029.0,715947.0,758.90382,61.92,9.05,9
KOSPI,322000,HD현대에너지솔루션,174800.0,-2.62,19578.0,397483.0,694.800284,30.11,10.59,9
KOSDAQ,332570,PS일렉트로닉스,11760.0,-9.54,5493.0,5259617.0,618.5309592,19.93,15.91,9
KOSDAQ,166090,하나머티리얼즈,64000.0,-7.78,12658.0,512824.0,328.20736,25.38,9.39,9
KOSPI,090460,비에이치,30650.0,-4.67,10333.0,704514.0,215.933541,12.79,4.24,9
KOSDAQ,237690,에스티팜,134100.0,-0.96,27975.0,148327.0,198.906507,39.79,10.03,9
KOSPI,120110,코오롱인더,71800.0,-0.55,21501.0,267246.0,191.882628,22.6,1.01,9
KOSPI,229640,LS에코에너지,69100.0,-3.09,21162.0,275861.0,190.619951,48.87,21.43,9
KOSPI,003720,삼영,9410.0,-7.65,3199.0,1818958.0,171.1639478,19.73,16.59,9
KOSPI,032350,롯데관광개발,19100.0,-1.9,15204.0,880063.0,168.092033,34.23,8.06,9
KOSDAQ,336570,원텍,8020.0,-8.13,7184.0,2062645.0,165.424129,21.39,24.79,9
KOSDAQ,006910,보성파워텍,9480.0,-3.17,4658.0,1559342.0,147.8256216,19.31,20.26,9
KOSDAQ,078150,HB테크놀러지,3220.0,-5.71,2985.0,4121459.0,132.7109798,6.34,10.49,9
KOSPI,069260,TKG휴켐스,16580.0,-1.01,6778.0,743987.0,123.3530446,11.41,6.77,9
KOSDAQ,290550,디케이티,24850.0,-1.39,4970.0,482053.0,119.7901705,15.12,12.05,9
KOSDAQ,096530,씨젠,30400.0,-0.65,15877.0,360861.0,109.701744,24.18,4.81,9
KOSDAQ,053610,프로텍,78300.0,-11.22,7047.0,131187.0,102.719421,14.1,14.59,9
KOSPI,005180,빙그레,72600.0,0.83,6729.0,139691.0,101.415666,12.64,7.58,9
KOSDAQ,039200,오스코텍,42050.0,0.36,16088.0,227838.0,95.805879,28.96,33.87,9
KOSDAQ,042000,카페24,20750.0,4.11,5017.0,438072.0,90.89994,12.53,16.23,9
KOSDAQ,119850,지엔씨에너지,22700.0,-5.81,3734.0,361817.0,82.132459,9.35,21.15,9
KOSDAQ,098070,한텍,36400.0,6.43,4048.0,217865.0,79.30286,10.95,22.45,9
KOSDAQ,041190,우리기술투자,6110.0,3.74,5132.0,1223095.0,74.7311045,4.64,15.33,9
KOSPI,036460,한국가스공사,35500.0,0.0,32771.0,189396.0,67.23558,10.43,1.23,9
KOSDAQ,012860,모베이스전자,3910.0,0.39,2863.0,1683772.0,65.8354852,13.77,8.59,9
KOSDAQ,272290,이녹스첨단소재,30300.0,-2.73,6041.0,192130.0,58.21539,11.43,13.55,9
KOSDAQ,123330,제닉,22750.0,-0.87,1813.0,243590.0,55.416725,9.62,59.77,9
KOSPI,294870,IPARK현대산업개발,20550.0,-0.24,13544.0,259547.0,53.3369085,8.84,5.0,9
KOSDAQ,098120,마이크로컨텍솔,31000.0,-7.05,2577.0,164033.0,50.85023,14.41,23.08,9
KOSDAQ,036620,감성코퍼레이션,4775.0,-2.95,4322.0,876823.0,41.86829825,11.37,28.75,9
KOSPI,000370,한화손해보험,6320.0,-1.86,7378.0,642755.0,40.622116,3.27,10.56,9
KOSPI,005440,현대지에프홀딩스,13730.0,3.31,21406.0,291484.0,40.0207532,6.48,11.18,9
KOSPI,004490,세방전지,56000.0,-0.18,7762.0,70937.0,39.72472,6.01,9.12,9
KOSPI,000240,한국앤컴퍼니,24300.0,0.83,23069.0,154217.0,37.474731,6.47,7.52,9
KOSPI,008930,한미사이언스,31750.0,0.16,21714.0,117776.0,37.39388,15.96,13.13,9
KOSPI,214320,이노션,19950.0,-1.72,7980.0,160887.0,32.0969565,6.92,8.88,9
KOSPI,012630,HDC,22100.0,0.45,13203.0,141887.0,31.357027,4.41,10.82,9
KOSPI,396500,TIGER 반도체TOP10,50450.0,0.67,146204.0,25295751.0,12761.7063795,,,8
KOSPI,0183,TIGER 미국우주테크,18020.0,1.61,21597.0,34815041.0,6273.6703882,,,8
KOSPI,487240,KODEX AI전력핵심설비,47220.0,-2.77,40893.0,10448254.0,4933.6655388,,,8
KOSPI,229200,KODEX 코스닥150,18730.0,-2.04,51030.0,26034725.0,4876.3039925,,,8
KOSPI,379800,KODEX 미국S&P500,25800.0,1.12,97060.0,14346288.0,3701.342304,,,8
KOSPI,360750,TIGER 미국S&P500,28300.0,1.07,187997.0,9372022.0,2652.282226,,,8
KOSPI,180640,한진칼,110100.0,1.47,73505.0,2385791.0,2626.755891,44.25,4.75,8
KOSPI,0162,RISE 삼성전자SK하이닉스채권혼합50,14615.0,1.56,30253.0,16816057.0,2457.66673055,,,8
KOSPI,000720,현대건설,147000.0,3.96,163693.0,1286641.0,1891.36227,38.77,4.58,8
KOSPI,047810,한국항공우주,168300.0,0.24,164051.0,1025663.0,1726.190829,82.95,10.51,8
KOSDAQ,241520,DSC인베스트먼트,14100.0,9.39,3751.0,11078297.0,1562.039877,22.14,14.58,8
KOSPI,381180,TIGER 미국필라델피아반도체나스닥,50825.0,2.98,62591.0,2259740.0,1148.512855,,,8
KOSPI,305720,KODEX 2차전지산업,20285.0,1.27,23510.0,5385779.0,1092.50527015,,,8
KOSPI,379810,KODEX 미국나스닥100,30250.0,1.65,83989.0,3217089.0,973.1694225,,,8
KOSPI,161510,PLUS 고배당주,26490.0,1.4,26011.0,2885365.0,764.3331885,,,8
KOSDAQ,218410,RFHIC,90100.0,-3.22,23925.0,754270.0,679.59727,75.91,8.84,8
KOSDAQ,032820,우리기술,15210.0,-2.12,26101.0,4407901.0,670.4417421,75.3,0.67,8
KOSPI,411060,ACE KRX금현물,30005.0,2.41,46118.0,2121788.0,636.6424894,,,8
KOSDAQ,078600,대주전자재료,153100.0,-0.26,23849.0,346464.0,530.436384,234.82,8.6,8
KOSPI,487230,KODEX 미국AI전력핵심인프라,25890.0,0.35,20660.0,1955519.0,506.2838691,,,8
KOSPI,001740,SK네트웍스,11280.0,-5.84,22627.0,4294047.0,484.3685016,25.87,2.44,8
KOSPI,007810,코리아써키트,119300.0,6.52,28611.0,378825.0,451.938225,45.85,11.54,8
KOSPI,284430,KODEX 200미국채혼합,24095.0,2.05,21975.0,1663085.0,400.72033075,,,8
KOSPI,000880,한화,133700.0,-3.95,94269.0,293586.0,392.524482,28.95,3.3,8
KOSPI,022100,포스코DX,32450.0,5.36,49335.0,1146303.0,371.9753235,142.95,9.53,8
KOSPI,458730,TIGER 미국배당다우존스,15540.0,0.03,37498.0,2359131.0,366.6089574,,,8
KOSPI,367380,ACE 미국나스닥100,34720.0,1.64,35206.0,1003968.0,348.5776896,,,8
KOSDAQ,425040,티이엠씨,18000.0,-7.64,3847.0,1822388.0,328.02984,25.97,8.37,8
KOSDAQ,183300,코미코,90000.0,-3.95,9415.0,249535.0,224.5815,38.2,18.52,8
KOSPI,139480,이마트,86100.0,-1.15,23760.0,217598.0,187.351878,18.98,1.27,8
KOSDAQ,038500,삼표시멘트,12360.0,1.81,13338.0,1442646.0,178.3110456,27.11,5.29,8
KOSDAQ,327260,RF머트리얼즈,78600.0,-2.6,6677.0,222189.0,174.640554,72.11,15.05,8
KOSPI,010820,퍼스텍,9330.0,-7.35,4550.0,1791639.0,167.1599187,31.95,20.16,8
KOSDAQ,037030,파워넷,7440.0,3.33,1898.0,2044200.0,152.08848,11.43,10.93,8
KOSDAQ,080580,오킨스전자,17940.0,-2.39,3784.0,805438.0,144.4955772,43.44,19.93,8
KOSDAQ,142210,유니트론텍,8170.0,3.55,1695.0,1738733.0,142.0544861,12.85,9.58,8
KOSDAQ,187870,디바이스,25950.0,4.01,3573.0,526913.0,136.7339235,21.11,11.11,8
KOSDAQ,195940,HK이노엔,45000.0,-0.44,12748.0,206608.0,92.9736,15.14,5.87,8
KOSPI,281820,케이씨텍,62600.0,-5.44,12394.0,141881.0,88.817506,16.78,10.55,8
KOSPI,001120,LX인터내셔널,41950.0,-1.64,16260.0,208299.0,87.3814305,15.62,5.22,8
KOSPI,108320,LX세미콘,52600.0,-2.59,8555.0,161658.0,85.032108,17.64,7.49,8
KOSDAQ,122870,와이지엔터테인먼트,44600.0,-2.51,8336.0,179754.0,80.170284,22.84,7.41,8
KOSPI,249420,일동제약,21350.0,-2.06,6755.0,359036.0,76.654186,18.68,13.59,8
KOSPI,000120,CJ대한통운,85500.0,0.0,19505.0,87111.0,74.479905,8.1,5.98,8
KOSDAQ,476060,온코닉테라퓨틱스,19050.0,0.16,8650.0,388993.0,74.1031665,41.59,24.65,8
KOSPI,100090,SK오션플랜트,17010.0,-1.39,10628.0,421885.0,71.7626385,24.09,4.96,8
KOSPI,034230,파라다이스,14100.0,1.29,13061.0,478983.0,67.536603,16.3,5.62,8
KOSDAQ,254490,미래반도체,26200.0,-6.6,3783.0,243285.0,63.74067,11.4,14.41,8
KOSPI,001200,유진투자증권,4755.0,-1.04,4606.0,1335570.0,63.5063535,7.14,5.91,8
KOSPI,003620,KG모빌리티,3405.0,-0.58,6891.0,1853947.0,63.12689535,9.73,3.21,8
KOSDAQ,006730,서부T&D,10670.0,-2.2,6928.0,574889.0,61.3406563,8.08,7.68,8
KOSDAQ,030520,한글과컴퓨터,20400.0,5.7,4933.0,299060.0,61.00824,14.7,9.61,8
KOSDAQ,068760,셀트리온제약,47700.0,-0.83,21180.0,122224.0,58.300848,52.82,9.31,8
KOSDAQ,017510,세명전기,9890.0,-4.63,1508.0,522748.0,51.6997772,11.38,15.13,8
KOSDAQ,102710,이엔에프테크놀로지,43950.0,-4.77,6280.0,113901.0,50.0594895,11.03,12.29,8
KOSDAQ,033500,동성화인텍,20500.0,-3.07,6148.0,226576.0,46.44808,9.61,24.23,8
KOSPI,001800,오리온홀딩스,25050.0,-0.4,15693.0,173404.0,43.437702,11.66,5.01,8
KOSPI,484870,엠앤씨솔루션,74800.0,-1.71,6847.0,57966.0,43.358568,15.63,25.32,8
KOSDAQ,015750,성우하이텍,7390.0,-1.99,5912.0,586203.0,43.3204017,3.67,10.52,8
KOSPI,010690,화신,11330.0,0.27,3956.0,354634.0,40.1800322,6.0,12.25,8
KOSPI,178920,PI첨단소재,25000.0,-1.38,7342.0,160422.0,40.1055,20.89,8.8,8
KOSDAQ,259630,엠플러스,15000.0,-1.9,1833.0,264824.0,39.7236,6.34,22.12,8
KOSPI,005500,삼진제약,20350.0,-2.86,2711.0,188087.0,38.2757045,12.77,8.76,8
KOSPI,003540,대신증권,30600.0,-1.92,15061.0,124009.0,37.946754,14.97,5.06,8
KOSDAQ,194700,노바렉스,15170.0,-4.23,2769.0,245807.0,37.2889219,6.58,15.0,8
KOSDAQ,053800,안랩,61000.0,-1.13,6787.0,58581.0,35.73441,12.13,14.68,8
KOSPI,004000,롯데정밀화학,52700.0,0.19,13597.0,66757.0,35.180939,11.11,4.42,8
KOSPI,075580,세진중공업,14930.0,-3.62,8488.0,232505.0,34.7129965,16.39,24.35,8
KOSDAQ,101160,월덱스,25650.0,-1.91,4235.0,128636.0,32.995134,9.06,12.53,8
KOSPI,002900,TYM,7040.0,-1.26,2915.0,441482.0,31.0803328,5.12,9.66,8
KOSDAQ,204620,글로벌텍스프리,4615.0,-4.05,3244.0,661152.0,30.5121648,9.34,27.81,8
KOSPI,0167,SOL AI반도체TOP2플러스,25200.0,7.81,42575.0,63899125.0,16102.5795,,,7
KOSPI,091160,KODEX 반도체,160980.0,0.11,75822.0,7207694.0,11602.9458012,,,7
KOSPI,395160,KODEX AI반도체TOP2플러스,53770.0,7.22,38499.0,17989689.0,9673.0557753,,,7
KOSPI,395270,HANARO Fn K-반도체,75620.0,6.19,42839.0,9455614.0,7150.3353068,,,7
KOSPI,001440,대한전선,45450.0,-4.92,89079.0,6580148.0,2990.677266,173.47,5.48,7
KOSPI,498400,KODEX 200타겟위클리커버드콜,26545.0,3.47,63894.0,8146898.0,2162.5940741,,,7
KOSDAQ,126730,코칩,30150.0,-2.11,2644.0,6655297.0,2006.5720455,57.65,5.25,7
KOSPI,017670,SK텔레콤,100600.0,3.82,216079.0,1920948.0,1932.473688,58.97,3.33,7
KOSDAQ,486990,노타,38500.0,11.27,8218.0,4922020.0,1894.9777,-39.37,77.24,7
KOSDAQ,319400,현대무벡스,39750.0,6.14,44272.0,4076150.0,1620.269625,441.67,6.79,7
KOSPI,0117,TIGER 코리아AI전력기기TOP3플러스,24395.0,-1.93,12393.0,6241735.0,1522.67125325,,,7
KOSPI,292150,TIGER 코리아TOP10,47340.0,3.33,31528.0,2758960.0,1306.091664,,,7
KOSPI,272210,한화시스템,105000.0,-0.85,198365.0,1144956.0,1202.2038,124.41,6.6,7
KOSPI,469150,ACE AI반도체TOP3+,78265.0,1.7,12992.0,1524960.0,1193.509944,,,7
KOSPI,466920,SOL 조선TOP3플러스,37700.0,-1.89,19359.0,3165133.0,1193.255141,,,7
KOSPI,472150,TIGER 배당커버드콜액티브,26180.0,3.15,20329.0,4483825.0,1173.865385,,,7
KOSPI,0167,KODEX 미국우주항공,15030.0,0.91,7868.0,7579961.0,1139.2681383,,,7
KOSPI,0177,KODEX 삼성전자SK하이닉스채권혼합50,15455.0,1.74,10092.0,6515889.0,1007.03064495,,,7
KOSDAQ,100790,미래에셋벤처투자,49000.0,-8.07,26031.0,1925529.0,943.50921,84.19,8.47,7
KOSPI,455850,SOL AI반도체소부장,28900.0,-2.81,11155.0,3222908.0,931.420412,,,7
KOSPI,364980,TIGER 2차전지TOP10,13380.0,1.71,8757.0,6887260.0,921.515388,,,7
KOSPI,488770,KODEX 머니마켓액티브,104490.0,0.02,80773.0,838818.0,876.4809282,,,7
KOSPI,278530,KODEX 200TR,48515.0,3.39,92276.0,1666123.0,808.31957345,,,7
KOSPI,102970,KODEX 증권,25680.0,-0.79,9990.0,2962549.0,760.7825832,,,7
KOSPI,0091,TIGER 코리아원자력,21040.0,0.07,8342.0,3557737.0,748.5478648,,,7
KOSPI,232080,TIGER 코스닥150,19055.0,-2.38,16650.0,3852960.0,734.181528,,,7
KOSPI,426030,TIME 미국나스닥100액티브,57500.0,4.55,22344.0,1152628.0,662.7611,,,7
KOSDAQ,058610,에스피지,116600.0,0.17,25859.0,525108.0,612.275928,273.07,3.57,7
KOSPI,102780,KODEX 삼성그룹,32750.0,7.55,43034.0,1859500.0,608.98625,,,7
KOSPI,449450,PLUS K방산,68130.0,-2.84,15132.0,884877.0,602.8667001,,,7
KOSPI,006360,GS건설,30500.0,5.9,26102.0,1933379.0,589.680595,40.03,2.03,7
KOSPI,463250,TIGER K방산&우주,43185.0,-2.85,8399.0,1354802.0,585.0712437,,,7
KOSDAQ,356680,엑스게이트,25000.0,6.16,7136.0,2339875.0,584.96875,135.14,8.36,7
KOSPI,495050,RISE 코리아밸류업,39335.0,2.88,12745.0,1414431.0,556.36643385,,,7
KOSPI,494670,TIGER 조선TOP10,29780.0,-1.15,7847.0,1862077.0,554.5265306,,,7
KOSDAQ,098460,고영,34300.0,-3.38,23549.0,1604913.0,550.485159,86.4,4.48,7
KOSPI,434730,HANARO 원자력iSelect,74450.0,-0.67,9641.0,715384.0,532.603388,,,7
KOSPI,006340,대원전선,11940.0,-3.4,9363.0,4283173.0,511.4108562,75.09,7.45,7
KOSPI,0177,TIGER 반도체TOP10커버드콜액티브,15340.0,2.27,7148.0,3222608.0,494.3480672,,,7
KOSPI,390390,KODEX 미국반도체,62070.0,2.78,14214.0,783576.0,486.3656232,,,7
KOSPI,0101,RISE AI전력인프라,24000.0,-2.68,8256.0,2021343.0,485.12232,,,7
KOSPI,456600,TIME 글로벌AI인공지능액티브,69235.0,5.28,25520.0,650765.0,450.55714775,,,7
KOSDAQ,149950,아바텍,15700.0,0.13,2146.0,2825164.0,443.550748,27.45,4.66,7
KOSDAQ,089030,테크윙,49850.0,-2.83,18471.0,808578.0,403.076133,405.28,4.63,7
